Adhola,English
KUNU pajo nitye Matindi ilul machiegin gi wugo pajo.,
NONO JO PA GEMBE,
"Nono jo Pagembe nitye achiel kende ma kopokere aka madit mere jo nitye yo loka pa Gembe, i Gombila ma Paya. ",
"Baa nono me nyinge chango ilwoŋo ni Ogembe, Ogembe me bedo Nyakwar Adhola, to baa mere won nyinge koŋeyere maber.",
" Ogembe kod wote awichiel, Kungu, Nyamisio, Dumbarya, Kiwene, Opio kod Misana, jochako bedo Maundo; aka jo kowere Katajula yo bothi jo Amor Kagulu Adundo, aka nyaka jowok kenyo to jo man jo oole yo loka Pagembe, aka jo man jo kidho iyadech ma Padhola mopokere opokere",
"Kweer madwoŋ bel winyo, jo kigey kada ageya.",
"Kadhako pa Jopagembe ochielo kal aka kal no nindi makoregi, kal no kidok cham kada dichiel, ikonja konja woko.",
Minyur kod nyathi jo nindo i bokependi nyarwanda.,
"Minyur kiyik mach kendo chiemo pere itedo i degi manyien, kod achiero machiemo iye bedo manyien kende kende.",
Jo yikere wiyijo ŋiyo kuma waŋ chieng podho iye (west).,
"Nyamondo yiwi kwach, kigey, owire rin inonen.",
Dwoŋ mere ni jo pako gero pajo marom kod gero pa kwach.,
Jadwoŋ nono marapena oketh i oro 1945,
"Tich machango jo asa ŋeyere iiye: lweny, dwar kod chuech bwo.",
"KUNU pajo ilwoŋo ni Nyasirenge, nitye witele milwoŋo bende ni Nyasirenge.",
WACH MA TITO ADECH MARADEK,
Iyadech me atito kula megi ma dongo ma jo Padhola jotimo.,
"Kula me megi machon swa munyo pama owey kir timo, paka ma lweny, akisili kod ma nywomirok; aka megi paka ma chowo, ji manok swa mafuodi jo timo rupir ji madit ti jo fuonjere dini ma nyien mupokere opokere to jo weyo kula ma chon.  ",
"To kada ameno iyadech me akikidho riwacho ri ji ni jowey kula manyien jodoki imachon; kosa wiro chuny jo ni kere dini kosa kula mati me rach, mawan machon amachango ber amachango miyo wan siem madit. ",
 Meno ka paka nitye,
"Andiko adech me g’atoŋa ni kis dhano ma ja Padhola kada onyo nitye kod kula man mago luwo, oŋey kula ma kwar wan chango jo timo.",
"  Kendo nyithindho mayowaŋe bende jo oŋey kula ma tiend nono pajo, paka chango nitye chon mafuod wasungu jo kobino i piny me. ",
Odoko jo wiloka bende jo oŋey ni jo Padhola bende chango ji ma jo tiekere i kula makite gye,
Makiwene jo wacho ni “Alacha gin me chango jo ŋeyo aŋo?,
 Kole kula majo timo gye jo limo bothi jo wiloka ayino.”,
Ra ameno akwayo jo dongo ma dini gye kod jo dongo fuonjiroki gye jo okir jo ter ni adech me kidho ri nywowo tich pajo. ,
" Kwanyo woko adech me kidho rinyutho adier machon, aka nyaka ji joŋey maber adier manyien, ma pama. ",
Kendo piny kadongo dongo riwegi piny; ikula pajo machon kod i kite majo tero iye kula manyien ma jo limo bothi jo man.,
KULA MA CHOWO,
Jo Padhola chango jo nitye gi kula ma chowo i kite mupokere opokere.,
"  Aka gigipiny ma jo chowo bende yado opokere ama: (i) chowo Were Madiodipo kod Were Othim, (ii) chowo Jwogi, (iii) chowo Kunu, kod (iv) chowo Jwok Bura yo Nyakiriga.",
"Chowo were ma diodipo kod were othim, me a Were madongo i kis pecho. ",
" Were ma diodipo meno makuro pecho, ji ma iye kod lim gye ma pecho no",
"Aka Were Othim kod dhako pere milwoŋo ni Nyalike, ama jo kuro gigipiny mawok pecho no gye, paka dhano ma pecho no kakidho lweny, fur, kulo dwar kosa woth moro gye; kod dhok, diegi, roombo, ma pecho no ka jo kidho isa chiemo. ",
" Were Othim nitye kodi jago pere milwoŋo ni Mikowe, amamenyo rigo royo ka wotho.",
"Were aryo me jo rom idwoŋ, aka bende i chowo jo kiromo, i ndir ma ka chiemo mandelo ochiek i kecho.",
  Dwoŋ mere ni i hongo no amiketho Were walwa gi miyo jo chiemo manyien.,
"  I ndelo no i neko wot gwendi i diodipo ti tedo kod kwon, meno apa Were ma Diodipo.",
"Aka wot gwendi man i neko dho waŋ kach kod kwon mere bende i ketho kenyo ri Were Othim, ni ka obino ocham apere gi dho waŋ kach kun okir odonji olar kod Were ma Diodipo.",
Nyutho ni waŋ kach a kew pa Were ma Diodipo kod Were Othim.  ,
" Gwendi mineko gye bedo ma wote kende kende, aka kineko kithum athuma ŋute, i goya goya wich mere piny kareno i luwere i lamo, chuka tho.",
Ka chiemo ochiek i kutho i lamo aki chako chiemo.,
"Apa Were ma Diodipo amipen lamo, aka kowey nyithindho chamo aka i kidho i lamo ri Were Othim bende apere dho waŋ kach aka kenyo bende amichamo iye.",
"Nyalike, chipa Were Othim bende i tedo rigo kwon nyaka math, bende nyakare kod nyim.",
Aka kiwodho kwon no i oti kuma oted iye i wotha wotha agumba tundo kuma oketh iye yo ŋey waŋ kach chiegin kod apa chwore,
I ndir ma lamo me mon jo chiemo gi riŋo gi nyim.,
Chowo pa Were Othim ma dwoŋ mere i chowo go isa yo thim wiryete.  ,
Aka wiryete no bende amigeto iye oti ri Mikowe jago pa Were no,
"Kanyaka oro chako ki chwoyo kali, itero tongi gweno kende wiryete no dho oti pa Mikowe. ",
" Meno nyutho ni ochak chwoyo, kendo i kwayo Were Othim okur chiemo mandelo maber.",
"To ka chiemo mandelo ochiek ki kecho, i ndelo ma chowo Were ma Diodipo kod Were Othim, chiemo pa Mikowe itero wiryete no isa.",
"    I kwanyo kwon gi gweno ma kwo ti tero ri Mikowe ti lamo rigo, ti neko, tibulo abula ti chamo gi koro ma kotedi.",
I chowo me gye gigipipy mineko wok rolim pa dhano paka nitye.,
  Ja chandi neko gwendi kende kende,
To ŋata nitye kod lim madit neko wod diel ri Were ma Diodipo kod gwendi matheno wiy diel no,
"Ri Were Othim bende i tero wod diel ti neko isa wiryete, makiwene gi yo waŋ kach, ti bulo abula ti chamo gikoro",
 To ka ŋata oŋaŋ tek tek neko thwon ri Were ma Diodipo aka ri Were Othim neko bende nyathi thwon yo sa.,
"To kareno diegi kodi dhok ki neko, i neko kis oro adek kosa aŋwen aka gwendi amineko kis i chowo ma kis oro.",
"Chowo Jwogi, me ilwoŋo ni chowo jwogi ma pecho. ",
 Dwoŋ mere ni jwogi pa ji madongo kod mathindho mutho pecho no. ,
" I chowo ama: ka oro orumo, i dwoyo koŋo, ti madho, aka koŋo no ilwoŋo ni “ma yer gwendi.”",
"Rumachien ma ndelo adek ti neko gwendi, gweno achiel bedo apa kwar jo ma dwoŋ ma pecho no, aka man bedo apa kwar jo kosa baa jo kod nyithindho gye majo tho pecho no",
"Nitye udi mathindho thindo migeto ri jwogi me, ilwoŋo ni “Migam”, aka kenyo bende amilamo ye gwendi no.  ",
"I hongo ma chowo, mon jo chamo nyim kod riŋo aka chwo jo chamo gwendi.",
"Chowo Kunu, me i lwoŋo ni kiluw, amumiyo ochwok ni kunu; ni kada kidh iya jwoka Were amaluwo rigo. ",
" Go aja tel ma pa kis nono i gigipiny gye ma jo timo, aka kis nono bedo kod apa jo ku pokere.",
 Aka jadwoŋ achiel ma nono no amakidho chowo ri nono no gipi.,
" I hongo no, i dwoyo koŋo pecho ti tiŋo koŋo gi wod diel gi wod gweno ti tero ri Kunu.",
Ko tundi koro ti lamo rigo gigipiny no gye.,
"To diel kod gweno i neko ti bulo ti chamo achama ma piyo piyo swa, aka koŋo bende i madho wiyoto ti ay i jowere i dwoko.",
Kareno yo pecho korin bende onek diegi kod gwendi ti tedo gi kwon; aka k’otiek chiemo ti madho koŋo manende odoŋ pecho.,
" Chowo Jwok Bura, me i chowo yo Nyakiriga, aka jwok me Majanga amachango osukina gine (nen Adech I, Siro 4)",
Pecho ma Bura ni iye i geto rigo oti milwoŋo ni oti Bura.,
"  Oti makite me bedo thenge man, aka Migami ma jwogi ma pecho bende bedo thenge man.",
"Indir ma chowo Bura, I dwoyo koŋo pecho, to miyatero yo Nyakiriga i dwoyo paka konon to dikin i tero rupir ni Bura kimadh koŋo ma kech madho ki bunde ayino.",
" Koŋo no itero kod wot gwendi, diegi kosa dhok, wok ti lim pa dhano; to kwon kosa mwenge pendi kosa kwete kiter, aka thach matiŋo koŋo kitim ma makola kwanyo woko ma lumi. ",
Ko tundi yo Nyakiriga i lunyere gi woko aki donjo i iye kinyoro aki chowo.  ,
Gwendi kosa gimoro muter i bula bula yo koro tichamo.  Mon kiyey jo donjo i Nyakiriga. ,
  Mon kiyey jo donjo i Nyakiriga,
"Ko dwok yo Nyakiriga aka nyaka yo pecho korin bende i neko gwendi ki lamo dho kwom oti Bura manitye pecho, aka koŋo bende ti madho.  ",
"To kende yo pecho korin kineko gwendi ma Bura i neko kir ri Were ma Diodipo, Were Othim kod Jwogi gye ma pecho.  ",
"   Rupir ni Bura me wendo aka konek rigo kende, Were ma pecho kod jwogi mere jo dhaw.",
"Bura me mako amaka dhano pa twoo, ka wok kwom kwar mere kosa baa mere kachango bende chowo Bura.",
"Ko tieko mako dhano, to jo Bura wad jo bino jo lamo rigo Bura; tigeto oti mere i diodipo, aka i oti no i ketho iiye toŋ bidhi kod ayiga midwoyo iiye koŋo mitero yo Nyakiriga.",
"Aka toŋi man madwoŋ mi lwoŋo ni toŋi Bura bedo i oti minindo iiye, aka kiwodhi woko kichar",
"Yo Tewo Nyakiriga kis nono jo geto iye oti Bura pa jo, maka nono no okidho chowo, jo lamo iiye.",
KULA MA NYWOMIROK,
"Nywomirok machon ma jodongo, chango nyiyach won kod Nyako jo kiwech ma nywomirok kwanyo woko bachere pa jo ama jo mako mere aka nyaka nyithindho pajo nywomere.",
"Dwoŋ mere ni, yado ka dhano onywolo nyiyach dwaro ŋata bende nitye kod nyako to mako gine mere to jo chako wendirok madwoŋ ma chiemo, koŋo, mwenge kod gigipiny gye michamo. ",
"Kajo yeyere to baa nyiyach tweyo i chingi nyako no atego, manyutho ni nyako no otiek mako.",
Kendo ka baa nyiyach no nitye kod dhiaŋ to tero kano ri baa nyako.,
  Aka dhiaŋ no ko nywol yo koro amachomoro ti loko manywomo nyano.,
"  To ka ongoye gi dhiaŋ to otieko mako mere oripo, to chako rango dhok, manywom gine ri wode.",
Gigipiny me gye timere ka nyithindho fuod jothindho.,
"To ka nyiyach otieko dongo, ka romo oro apar ga boro kenyo aka nyako bende romo oro apar ga wichiel kadho malo; to baa nyiyach nyaka oro go ni kidh i wech kod nyar ŋadin ama wadimo rin.",
"Wok ndirino to nyiyach chako choko yach wad makidho konyo go gi kiyo nyako no yo kulo, kosa yo dimo yen kosa yo miel gimako tero pecho",
"To indir majo ŋolo iye nyako no aka jomaki, aka jobed gi silwany marach ma wutimin nyako no jo bed chiegin, gorok bedo madwoŋ tek tek.",
  Ka jo pa nyako jo kiyey ni oter nyamin jo.,
"To kada ameno nyiyach jo temo atema chuka jo limi nyako jo dok gine kosa jo lweny gi wutimin nyano to jo turo jo, to jo yombo jo gi nyako no",
"Ka nyako otiek dwoko gine, aka nyaka wach wok ni wod pa ŋatin “orendho nya pa ŋatin.”",
To nyako no kichiem yo pa nyiyach no i hongo no kwanyo woko chiemo wok awoka yo thugin kosa yo pa wat pajo machiegin kod kenyo,
"To ndir megi nyako mamisen tieko kada ndelo kweth mako chiemo, ka chiemo kokel rigo wok thugin.",
Meno bende apaka chango iŋeyo gine nyako m’owoor kosa ma k’owoor.,
"To rumachien mandelo adek kosa aryo tiketho nyako no i dho oti pa adhamere (me min nyiyach pere mu kelogo), ti tweyo rigo chip kod chieno ti wirogo kod mo ti kethogo i pyen dhiaŋ kosa pyen diel.",
"Kenyo to jo pa ywoche jo lielo wiye, ti ŋado lweti chinge kod lweti tiende.",
Aka gigipiny no adhamere kano kuma diny swa.,
"Rumachien ma gigipiny me, yado bedo gi kula ni nyako kwale dok thugin",
" To kareno gigipiny manywom bende jo dongo jo tieko yiko, gitero.  ",
"Yado inywomo dhok abuŋwen kosa apar, diegi, toŋ, ŋet kwe, atego obad kod ganga adeya.",
"Rumachien kanyako otieko kwale odok, to nyiyach odoko kidho to jo liwo ma diryo gi mako dwoko gine",
I hongo me aka nyaka nyamin nyako kod omin to jo bino,
Aka nyaka adhamere tedo kafuta aka nyako no jo chiemo kod nyamin,
Me amilwoŋo ni Nyutho nyako chiemo. ,
"To ka fuod jo kochiemo nyamin no imiyogo diel aka omin imiyogo toŋ, aka nyako won imiyo atego ni malogo kod mayawo dhoke.",
Wok ndirino to nyako chako chiemo yo pa chwoge no.,
"Ka gi me orumo, aka nyaka jo thugi nyako jo kelo chiemo iya tawo ga dita.",
Chiemo me amilwoŋo ni “Dhoki Nyako.”,
 To atawo kod adita no kidok gine i weyo ri adha nyako to kano kanyachiel gi ye wiye machango oliel kod lwete machango oŋad. ,
"Gigipiny me ikano kuma diny tek tek, rupir ni ka chomoro nyako no omit eye pecho no, to adhamere moro gye mubed, to lamo nyako no gi gigipiny no; to nyako no bedo kod silwany marach kumu kidho iye, kosa dwoka adwoka ma kogalo.",
"Tedo Abor:  rumachien ma nywomirok me, baa nyiyach kidho to penjo baa nyako ni mito chiemo maluwo gine tiend dhok. ",
"To baa nyako kwayo baa nyiyach dhiaŋ, to tero rigo.  ",
"To baa nyako kwanyo dhiaŋ pere man to neko titedo chiemo madit swa, ti tiŋo iya agonini kweth ti tero yo pa nyiyach gin",
"Gwendi mere ki thum wich kosa tiende, itedo ateda ameno. ",
"To ŋata otedo abor aka oŋondo lwet gwendi, odoko ripo aripa neko gweno man rumachien ma kwaŋo lwet gwendi no gi tero yo kuma chango oter ye abor no",
"Dhiaŋ no bende kiyaŋ yo eme i tweyo atweya gi wich kanya chiel titero, me aa atedo Abor. ",
" Aka jomo tiŋo chiemo abor ka jo tero jo wero ni, “Yido wiyuma Abor, Abor ti Orumo.”",
KULA MA MINYUR,
"Kis nono nitye kod kweer mamako kwom minyur, mu pokere opokere, paka atito iy’ Adech II, kwom kis nono.  ",
To kula ma andiko ka ama temo pa riwo kis nono gye i tim mere.,
"Ka dhako onywol tieko ndelo adek kanyathi manyichwo to ka nyako tieko ndelo aŋwen, aka nyaka nyathi no i wodho woko.",
" Indelo ma wok no adha minyur fwono boke akendo adek kosa aŋwen paka kweer nitye to donjo i diyo oti maminyur nitye iye, kareno minyur otiŋo nyath i chinge aka ochungo, to goyo madeko minyur didek kosa diŋwen to wodho go gi nyath woko i diodipo.  ",
Me amilwoŋo ni minyur owok.,
   Aka ndir no amitedo iye magira gi kwon ti chiemo kanyachiel.,
  Me amilwoŋo ni tedo minyur.,
"Rumachien jo thugi nyako bende jo kelo moko koŋo, ŋori moŋaki ma magira, kod aditin moko mupoŋ adek aka kareno i kis adita nitye iye muma riŋo.",
"Adita moko achiel kidho pa Adha minyur, man ma oti pa minyur won, aka man amitedo ndirino.",
"Ka chiemo ochiek minyur kod nyath jo bedo idhioti aka i kwanyo kwon tiketho iiye magira, tiketho iya lithikwon, ti ŋawo inyim dhioti",
"  Aka kenyo milem minyur wok kuni ka sedela gi tiende achie? ka wero ni, ""Ac?a?o, kwon Apipili, Ac?a?o kwon Apipili, Ac?a?o kwon Apipili, Apipili, Apipili""",
"Aka kenyo milem minyur wok kuni ka sedela gi tiende achiel ka wero ni, “Achamo, kwon Apipili, Achamo kwon Apipili, Achamo kwon Apipili, Apipili, Apipili” ",
Timo ameno kad dek kosa diŋwen.  Me amilwoŋo ni tedo Apipili.,
Me amilwo?o ni tedo Apipili,
"To nyath mu nywol aka jo thugi mini jo kokelo moko makite me, i chwoko nyinge ni Ongoye, ka nyiyach, kosa ni Angoye kosa Olore ka nyako.",
Aka kokel moko aka aditin obedo ŋanda mamoko ko poŋ ka nyath ma nyako i lwoŋo ni Nyaŋanda.,
Tim me itimo ri kis nyath manyiyach marapena kod ma nyako marapena kende.,
Dwoŋ mere ni ka dhano otieko limo nyath ma nyiyach kod manyako to kweer me rumo. ,
"  Aka kopen nywolo rut, kweer makite me ki tim atima swa kwanyowoko i timo ma rut ayino.",
KULA MA RUT,
"Wok chon i Padhola ji mu nywolo rut, ilworo jo swa kendo i ketho kwom jo dwoŋ",
Jachwo mere i lwoŋo ni baa wengi aka dhako i lwoŋo ni mini wengi. ,
"Nyithindho rut, kod jo maluwo jo bende i lworo jo kendo ki luw kwom jo kichar kichar pecho no.",
"Rut nyingi jo kidho ama: kamachwo, mutelo i lwoŋo ni Opio, aka ma luwo Odongo.",
"Joma luwo rut bende nyingi jo luwere ama, Okello, Omali kosa Omala, Osinde kod Omita",
"Nyir mere bende i wiro nyingi jo ama: Apio, Adongo, Akello, Amali, Asinde kod Amita.",
"Ka rut onywolere mu luwere aluwa aryo aryo, nyingi jo i chwoko ama: aryo mu telo i chwoko Opio kod Odongo kosa Apio kod Adongo; aryo mudoko luwo, i chwoko Okello kod Omali/Omala kosa Akello kod Amali; aryo mu doko luwo, i chwoko Osinde kod Omita kosa Asinde kod Amita",
"To kodoko oluwo rut maraŋwen, ndirino i chwoko nyingi jo ma kis ndelo makiwene ma rut. ",
" Nyithindho rut kod maluwo jo, kichwok jo nyingi jo ma jwok, kwanyo woko i kero akera jo ni jaryo, kendo ka fuod jo thindho ki lwoŋ jo ni nyath kwanyo woko i lwoŋo jo ni nyithdho kada nende bedi achiel.",
"Ko nywol rut i timo athero aryo, ti miyo nyath okewo tero achiel yo p’omin baa wengi ma nono, aka achiel tero yo p’omini miniwengi ma nono. ",
" To katero athero me ripo kurirok swa, rupir ka wegi pecho muter iye, jo ŋeyo ni go otero athero jo nyalo goyo go tek tek swa, ni rupir otero rijo kayongo",
"Amumiyo kotundo pecho no, bola bola athero kamoro paka dho oti kosa kwom dero, to kotundo iyo kosa pa jager to oro dhano kidho wacho ri jo pecho no ni ŋatin obayo riwin athero pa ŋadin.",
"Rumachien mandelo adek, omin baa wengi bino to wodho go woko to ywayo go tero isa kareno ji jo galagasa kod wer gye.  ",
"Omin miniwengi, bende timo ameno indirino.",
"Ndelo no i tedo chiemo, to kima diti, ri ji mubino",
Me amilwoŋo ni wodho rut woko.,
"To ji machango obay ri jo athero ja ryo no, jo penjere paka jo tedi, kosa jo nek dhok kosa diegi, to jo yiko ndelo majokidh yawo rut no.",
Jo pecho pa baa wengi kod jo pecho pa mini wengi bende jo penjere paka jo tedi ma yawo rut,
" Indelo ma yawo ko tundo jo rathero jo tedo chiemo madit swa kod gigipiny majo neko to jo bino gine; kendo kis dhano mawat kenyo kosa ma mere kenyo, aka chiegin, gye tedo chiemo kelo indelo no.",
"Obedo gi kula ni ka jo rathere jo tundo jo nwaŋo, okewo mu keth kuro kenyo otimo kudho oŋono ochulo gine dhioti pa rut aka jo turo kudhin no gi mbaka aka jo donjo. ",
"Aka jaromin kwanyo go to wodho woko, ti wero wer nono ki mielo i thoko go aka igalagasa; ja nyamin bende timo ameno. ",
"Aka chiemo manende jo rathero jo kelo jo wile awila, to jo dok gine. ",
Aka ma ji man jo kelo amichano kenyo: Rumachien ti neko nyath gweno ti bulo to ji gye chokere to jo kayo choko gweno no.,
"Jo rathere jo bino kod aditin mudil iye kwoyo, nyingi kali, ŋor, duma, gi kite chiemo gye aka gigipiny me i chwadere gine ki mielo aka aditin mere bende i wile akidok gine.",
Gigipiny madongo i rut:,
"Okewo muketh tich i rut kidok pecho pere, bedo kenyo tundo kuma jo rathere jo bino jo yawo rut.",
"  Indir madok pere i dhiro go kod kiwulo kwon gi gweno, kiwulo kwon gi riŋo kod ayiga koŋo.",
"Jayath, ndir madit bedo dhako, go ama bino aka thumo peendi nyithindho aka ywoyo yath to rwako jo i oti. ",
" Indir ko tiek yawo rut, ja yath i dhiro go kod kiwulo kwon aŋwen, degi riŋo aryo, degi gwendi aryo kod dak koŋo achiel. ",
"Jayath me amatero mini wengi yo thugin ka hongo otundo, kendo amatero go timo gigipiny gye ka hongo ma minyur orumo; paka fur, ku1o, tedo, dimoyen, kod rego.",
"   Ki yakedho oti rut, ja yath amabino ko tieko ywoyo yath, gi neko rombo aka i kedho oti no.",
"	Buru Rut",
"Oti munywol iye rut, buru mere kosa yuk kijow, iweya weya dhure kenyo kada mak wikisuli oti.",
" To hongo ko tundo jayath bino kelo yath ywoyo iye, to jowo to tero i lul moro",
"To lul no wok ndirino bedo kweer, ma kidonji iye kosa fur iye.",
 Kendo buru mere nike kadhano ogeyo kosa onyono to chinge kosa tiende yure doŋ mu bokere abooka.,
 Jo pecho no rupir jo lwokere gi yath amumiyo buru no kiyuy jo.,
"	Rombo, i oti rut ki eye mini rombo",
" Me amakuro baa wengi, mini wengi kod nyithindho rut gye, rupir ka jo tho nyath rombo amineko i liend jo akiyiko jo",
"	Tho pa Rut",
Ka rut achiel otho kiywak ka man fuod nitye. ,
" Kendo ka jo dongo, aka man tho, nyawote kinen bur pere. ",
"Baa wengi kod mini wengi, ka jo tho i yiko jo othieno swa kareno otiek neko rombo. ",
"  Indir mayiko i menya menya bur gi mach, pa chik mere, to kareno bende piny kidho ka chol amumiyo mach mitere.",
KULA MA YIKIROK,
Chango chon kis nono nitye kod jo milwoŋo jo ni jo Chiembi.,
" Jo me chango bedo nono man majo mako gi jo mere, ma yikirok, ma ka jotho jo nono no ama jo bino jo kunyo bur kod yiko jo. ",
"Nono ma jo yikere i kite me ma jo Chiembi, jo kilimere ka jo twoo kwanyo woko ka jo tho aka jo bino yikirok",
To indir me kula me ti ongoye. ,
"  Ti kadhano otho ŋata onwaŋo ama kunyo bur gi yiko, mungoye tito ni ja nono manyo ama yiko nono manyo.",
"Ka dhano otho, okewo bino to choko kasiki i diodipo to mooko mach",
"Ka ŋata dwoŋ amutho, i lwoŋo ja fumbo, tongol gi teke to jo bino jo goyo ti mielo ka fuod ŋato nitye idioti",
" Ki kidho yiko, dhako dwoŋ muti ama lwoko ŋato kod misumiya pendi, aka dhako no tero kiladuk ma dhiaŋ kosa diel mu nek i liend ŋato.",
Pyen dhiaŋ kosa diel no bende i liro ye ti ketho i pal chunyi ŋato’tho akiyiko gine.  ,
Yado ja chandi i yiko i boke aka ja ŋaŋo i yiko i pyen.,
" Ki ketho dhano i bur wiye ŋiyo thenge ma wiy nono pa jo ŋiyo (nen Adech II) to jachwo kod nyath manyichwo i ketho jo gi ŋet jo, ka jo nindo gi ching jo marachuch, aka dhako kosa nyath manyako i ketho jo giŋet jo, aka jo nindo gi ching jo maracham.",
" Ko tiek yiko dhano, ji pere jo nindo i diodipo wor ka jo kuro kaliel.  ",
Gime chango obedo rupir chango nitye jo jwogi kosa ogwange ma yado bino golo ŋato’tho.  ,
Ri ameno tichako nindo woko kuro kaliel tundo indir mu nen ni dhano otieko topi. ,
     Mati me i kuro tundo chieko mwenge ma kasiki.,
"Rumachien mandelo adek kanyichwo kosa ndelo aŋwen ka dhako, bedo gi milwoŋo ni liedo kosa pido. ",
"Nen Adech II, Siro 1, jo dongo nono.",
Ndirino yado chon nwaŋo ni otiek kidho iiya jwoka openji gi muneko ŋato,
Aka ndelo no ama ji pa ŋato jo chokere tito gimokelo tho no. ,
" To ma dwoŋ mere i lielo wiy jo ma kaliel; aka mati me bende andelo miketho iye Misika paŋato, kwano gigipiny pere, chulo banjin pere gi pido jo manitye gi banjin pere, ko nwaŋo ŋato ja chwo majapecho.",
Ka ndelo okadho maromo apar gaŋwen i chieko mwenge kosa koŋo milwoŋo ni ma kasiki.,
"Aka kotiek madho, tineko mach ma diodipo makidok mok.",
"Ka ndelo odoko oromo pieraryo ga chiel, chuka ŋato tho i dok chieko medho man mi lwoŋo ni ma masanja",
"Ndirino kotiek math no ti chwinyo masanja machango inindo iiye woko, kareno ochok gye kanyachiel.",
"Ka oro okadho achiel tundo iyadek, i chieko medho man milwoŋo ni ma kedho oti. ",
Me bedo pa kalima madwoŋ swa; inyalo neko dhiaŋ kosa diel ti dwooyo medho madit. ,
" Medho me i chako medho othieno tinindo woko, yawere mere i dok madho mu diochieŋ, aka yawere man mere aka i mondo kedho oti, aka nyaka itedo chiemo gi neko gigipiny.",
"Indir madit i hongo me, ama kaŋata otho obedo ja chwo ak’oweyo dhako kosa mon, dhako no dimo ywore mukur go; i lwoŋo ni mako chingi ŋata go okure gine.",
"OKELO, me timere rumachien ma oro adek tundo apar. ",
"Kotiek yiko matoke ma mwenge mere, aka onindo ndelo aryo i bur aka nyaka i dwoyo koŋo milwoŋo ni, taangaa. ",
 Ka ndelo okadho achiel nyaka i dwoyo koŋo mathoth mere.,
"  Kotiek dhiŋo matoke ti lwoŋo ja fumbo kod ja goy Okelo, to nyaka i madho koŋo taangaa.",
   Koŋo me i tero paka apa jodongo machango jo tho pecho no chon.  Me andelo migoye iiye Okelo kod fumbo nindo woko.,
  Me andelo migoye iiye Okelo kod fumbo nindo woko,
"Ya were mere ti medho, medho ma dwoŋ tek tek; aka waŋ chieŋ maromo abuŋwen, ti tero Okelo isa amigoyo iiye.  ",
Yo saa no i kidho kod nyath gweno ti neko i tyendi Okelo no ti bulo tichamo; me i lwoŋo ni gweno matheno Okelo.,
"Rumachien ma miel tek tek yo saa, ti kedhere i waŋ chieŋ maromo apar gachiel",
Aka kidwoko wok isa ki woth iyombera ayomba.,
"Meno agike miel, Okelo. ",
   Aka yawere mere ti neko dhiaŋ ni ri ŋata opunya go no.,
"To kula me gye mamako kwom yikirok, nonini megi timo ikite mu pokere opokere ye nyakamath, to kareno me apaka gigipiny mere gye luwere. ",
" Kendo, Okelo, igoyo i liend jo dongo kende makiwene nyithindho bende.",
KULA MA KERIROK,
Jo Padhola yado jo nitye kod kula makero gine dhano; dwoŋ mere ni miyo dhano dwoŋ gi nyingi jo man weyo nyinge ma kis ndelo i lwoŋo gine.,
Moni ndirino jo asa kero gine ywoch jo,
Aka chwo jo asa kero gine mon pajo ma jo asa mito. ,
Aka nyir kod yach bende jo kerere ka jo mitere.  ,
"  Gima dwoŋ, kerirok nyutho mitirok kod miyirok dwoŋ.",
"Ker ma pa jo Luli kod jo Mawele yado megi opokere to kareno pokirok mere bedo ri wach achiel achiel, kosa wiro nyingijo nwaŋo man mikero kite man aka man bende i kero i kite man.",
Ranyuth ma kerirok manitye ka oruwere aruwa mungoye tito ni me ma yo Mawele kosa me ma yo Luli. ,
Nyingijo megi ma nya nono kosa ma jwok ma pecho ongoye kod ker mere. ,
"Kendo nyingijo megi bende ongoye kod ker, aka ker megi riwo nyingijo mu more omore.",
"	Ker ma rut",
Wengi kosa jaryo,
Me apaka ikero rut machwo kod mamoni  gye kod ji maluwo rut gye.,
Ri nyingi rut nen adech III,
Baa wengi kosa baa jaryo,
Nyichwo munywolo rut,
Mini wengi kosa min jaryo,
Dhako munywolo rut,
"	Ker pa mon",
"	Ker pa Chwo",
KULA M' AKISILI,
"Akisili dwoŋ mere ni tuko gala makisangala mategino, mapa jo moneno nyikway jo; kendo manyutho ni jo no jo misen majo nyalo lweny ri piny pa jo mungoye lworo tho kada di chiel.",
"Akisili yado bedo kis ka oro okadho aryo, aka ŋata otieko kisila kidok sila madiryo, dwoŋ mere ni dhano sila dichiel kende i kwo pere. ",
" Kwanyo woko ka dhano onwaŋo hongo pere otundo ma kisila to ŋato tho kosa twoo, kenyo jo dongo Akisili jo dimo wode kosa omin to sila rigo i kabedo pere.",
 Ŋata odim kisila ri nyawote i kite me amanyalo kisila diryo i kwo pere; i hongo pere won kod i hongo mu dim iye go kisila ri dhano mani no.  ,
 Akisili chango i tero pa gi madwoŋ swa kendo ŋata osila i lworo go tek tek kendo i ketho kwome dwoŋ kis kuma okidho iye.,
Ka oro m’Akisili otundo jo dongo m’Akisili jo chokere to jo dimo miworo majo ya kisila; aka kis adech pinyi dimo ja dwoŋ ma yachoko wadi; to jo yiko ndelo kod ka bedo miya kisila iye.,
"Ŋata odim kisila wok i hongo no, go gi dhako pere kosa moni pere jo kidok jo tiyi tich moro gye paka fur, tedo, kwath, kosa dwar, kwanyowoko ki waya awaya kod chiemo achiema kende. ",
